Script started on Sun 19 Apr 2009 12:59:41 PM MDT
]0;bdale@rover: ~/src/keithp/altosbdale@rover:~/src/keithp/altos$ cu -l /dev/ttyACM0 
Connected.

> l
F 5657 0000 0003
A 3ce4 3da0 4ce0
A 3ce5 3dc4 4ce4
A 3ce6 3dac 4ce0
A 3ce7 3da4 4cdc
A 3ce8 3d9c 4ce4
A 3ce9 3da8 4ce0
A 3cea 3dbc 4ce0
A 3ceb 3dbc 4ce0
A 3cec 3dbc 4ce0
A 3ced 3dc4 4cd4
A 3cee 3dc0 4cdc
A 3cef 3db8 4cdc
A 3cf0 3dc0 4ce4
A 3cf1 3db0 4ce4
A 3cf2 3dc0 4ce0
A 3cf3 3da4 4cdc
A 3cf4 3db8 4ce4
A 3cf5 3da4 4ce4
A 3cf6 3dac 4ce0
A 3cf7 3d98 4cdc
A 3cf8 3db4 4ce0
A 3cf9 3dbc 4cdc
A 3cfa 3db4 4ce0
A 3cfb 3d94 4ce0
A 3cfc 3d9c 4cdc
A 3cfd 3db0 4ce0
A 3cfe 3da0 4ce0
A 3cff 3da0 4ce4
A 3d00 3db0 4ce0
A 3d01 3db8 4ce0
T 3d01 1d54 6318
D 3d01 0864 000c
A 3d02 3dac 4cd8
A 3d03 3db0 4ce4
A 3d04 3dac 4ce0
A 3d05 3db0 4ce0
A 3d06 3db4 4cdc
A 3d07 3da4 4ce0
A 3d08 3dac 4ce4
A 3d09 3da0 4ce0
A 3d0a 3da8 4ce0
A 3d0b 3dc4 4cdc
A 3d0c 3db8 4cd8
A 3d0d 3da4 4ce0
A 3d0e 3dac 4ce4
A 3d0f 3dc4 4ce4
A 3d10 3dcc 4cdc
A 3d11 3da8 4ce0
A 3d12 3da4 4ce0
A 3d13 3da8 4ce0
A 3d14 3d9c 4ce0
A 3d15 3db4 4ce0
A 3d16 3d9c 4cd8
A 3d17 3db0 4cdc
A 3d18 3db4 4ce4
A 3d19 3db0 4ce0
A 3d1a 3db4 4cdc
A 3d1b 3db0 4cdc
A 3d1c 3db4 4ce0
A 3d1d 3db8 4cdc
A 3d1e 3dc0 4ce4
A 3d1f 3db8 4cd8
A 3d20 3da8 4cdc
A 3d21 3dac 4ce0
A 3d22 3da8 4ce0
A 3d23 3da8 4ce4
A 3d24 3da8 4ce0
A 3d25 3dac 4ce0
A 3d26 3d9c 4ce0
A 3d27 3dac 4ce4
A 3d28 3dc0 4ce4
A 3d29 3db4 4ce4
A 3d2a 3da8 4cdc
A 3d2b 3db8 4cdc
A 3d2c 3dc0 4cdc
A 3d2d 3d98 4ce4
A 3d2e 3da0 4ce0
A 3d2f 3da8 4ce0
A 3d30 3dbc 4ce0
A 3d31 3da8 4ce0
A 3d32 3d9c 4ce4
A 3d33 3db0 4ce4
A 3d34 3da4 4ce0
A 3d35 3da4 4cdc
A 3d36 3db0 4cdc
A 3d37 3db8 4ce0
A 3d38 3dac 4ce4
A 3d39 3d98 4ce0
A 3d3a 3db8 4cdc
A 3d3b 3dac 4ce4
A 3d3c 3da8 4ce0
A 3d3d 3dac 4ce0
A 3d3e 3da4 4ce0
A 3d3f 3da8 4cdc
A 3d40 3db0 4cdc
A 3d41 3db4 4ce0
A 3d42 3db4 4ce0
A 3d43 3da8 4ce0
A 3d44 3db4 4cdc
A 3d45 3da8 4ce4
A 3d46 3dac 4ce4
A 3d47 3dac 4ce4
A 3d48 3da4 4ce4
A 3d49 3db8 4cdc
A 3d4a 3dbc 4cd8
A 3d4b 3da0 4cdc
A 3d4c 3db0 4ce0
A 3d4d 3db0 4ce0
A 3d4e 3da4 4ce4
A 3d4f 3dac 4ce0
A 3d50 3da4 4cdc
A 3d51 3dc0 4cdc
A 3d52 3dac 4ce4
A 3d53 3dac 4cdc
A 3d54 3dac 4cd8
A 3d55 3db8 4cdc
A 3d56 3d9c 4ce8
A 3d57 3dac 4ce0
A 3d58 3dac 4cdc
A 3d59 3da8 4ce0
A 3d5a 3dac 4ce0
A 3d5b 3db8 4ce4
A 3d5c 3da8 4ce4
A 3d5d 3da4 4ce0
A 3d5e 3db0 4cd8
A 3d5f 3da0 4cdc
A 3d60 3db0 4ce0
A 3d61 3da8 4cdc
A 3d62 3db0 4cdc
A 3d63 3dac 4ce0
A 3d64 3da0 4ce0
A 3d65 3db0 4ce4
A 3d66 3d94 4ce4
A 3d67 3db0 4ce0
A 3d68 3dac 4cdc
A 3d69 3da4 4cdc
A 3d6a 3d98 4cdc
A 3d6b 3da0 4ce4
A 3d6c 3db4 4ce0
A 3d6d 3d9c 4ce0
A 3d6e 3d94 4ce0
A 3d6f 3da8 4cdc
A 3d70 3dac 4ce0
A 3d71 3d9c 4ce4
A 3d72 3da4 4ce0
A 3d73 3db8 4cd8
A 3d74 3db0 4cd4
A 3d75 3d98 4ce4
A 3d76 3da4 4cdc
A 3d77 3db8 4cdc
A 3d78 3d9c 4cdc
A 3d79 3db0 4ce4
A 3d7a 3da4 4ce4
A 3d7b 3db0 4ce0
A 3d7c 3db4 4ce0
A 3d7d 3d9c 4ce0
A 3d7e 3da8 4ce0
A 3d7f 3da8 4ce0
A 3d80 3da4 4ce0
A 3d81 3db4 4cdc
T 3d81 1d54 632c
D 3d81 0864 000c
A 3d82 3da8 4cdc
A 3d83 3da4 4ce0
A 3d84 3db0 4ce0
A 3d85 3db0 4ce0
A 3d86 3dac 4ce0
A 3d87 3da8 4cdc
A 3d88 3dc0 4cd4
A 3d89 3da4 4cdc
A 3d8a 3da8 4ce0
A 3d8b 3dbc 4ce4
A 3d8c 3da0 4ce0
A 3d8d 3dac 4ce0
A 3d8e 3d98 4cdc
A 3d8f 3db0 4ce0
A 3d90 3d90 4ce4
A 3d91 3db8 4cdc
A 3d92 3da8 4cd8
A 3d93 3d98 4cdc
A 3d94 3db0 4ce4
A 3d95 3db0 4ce0
A 3d96 3db4 4cdc
A 3d97 3d98 4cdc
A 3d98 3dac 4ce0
A 3d99 3d88 4ce4
A 3d9a 3dbc 4ce4
A 3d9b 3dac 4cdc
A 3d9c 3db4 4cd8
A 3d9d 3d9c 4cd8
A 3d9e 3dbc 4cdc
A 3d9f 3dac 4ce4
A 3da0 3db4 4cdc
A 3da1 3d9c 4ce0
A 3da2 3da4 4ce0
A 3da3 3da4 4ce4
A 3da4 3dac 4ce0
A 3da5 3da0 4ce4
A 3da6 3db0 4cdc
A 3da7 3dac 4cd4
A 3da8 3db8 4cdc
A 3da9 3d94 4cdc
A 3daa 3db0 4ce4
A 3dab 3da0 4ce4
A 3dac 3da0 4ce0
A 3dad 3da0 4cdc
A 3dae 3db8 4cdc
A 3daf 3dac 4ce0
A 3db0 3da0 4ce0
A 3db1 3da4 4cd8
A 3db2 3db0 4cdc
A 3db3 3da0 4ce8
A 3db4 3db4 4ce4
A 3db5 3da4 4cdc
A 3db6 3da8 4ce0
A 3db7 3da8 4ce4
A 3db8 3da0 4ce0
A 3db9 3dc0 4ce4
A 3dba 3db0 4cdc
A 3dbb 3db4 4cdc
A 3dbc 3da0 4cdc
A 3dbd 3da8 4ce0
A 3dbe 3da4 4ce4
A 3dbf 3d94 4cdc
A 3dc0 3da8 4cd8
A 3dc1 3dac 4ce4
A 3dc2 3db0 4ce4
A 3dc3 3dbc 4ce0
A 3dc4 3db0 4ce4
A 3dc5 3da8 4cdc
A 3dc6 3da4 4cd8
A 3dc7 3dc0 4cd8
A 3dc8 3db0 4ce0
A 3dc9 3da8 4ce8
A 3dca 3dc4 4ce0
A 3dcb 3da8 4ce0
A 3dcc 3db0 4cdc
A 3dcd 3dcc 4cdc
A 3dce 3da4 4ce0
A 3dcf 3d94 4cdc
A 3dd0 3da4 4cdc
A 3dd1 3da4 4cd8
A 3dd2 3da8 4cdc
A 3dd3 3da0 4ce4
A 3dd4 3da4 4ce0
A 3dd5 3da4 4cdc
A 3dd6 3da4 4ce0
A 3dd7 3db4 4cdc
A 3dd8 3dac 4ce4
A 3dd9 3db8 4cdc
A 3dda 3da0 4cdc
A 3ddb 3db8 4cd8
A 3ddc 3da4 4ce0
A 3ddd 3d98 4cdc
A 3dde 3da8 4ce0
A 3ddf 3da0 4cdc
A 3de0 3da4 4ce0
A 3de1 3db0 4ce4
A 3de2 3dbc 4ce0
A 3de3 3d98 4cdc
A 3de4 3db0 4cdc
A 3de5 3dac 4cd0
A 3de6 3dbc 4cdc
A 3de7 3db0 4ce4
A 3de8 3dac 4ce4
A 3de9 3d98 4ce0
A 3dea 3d90 4ce4
A 3deb 3d98 4cdc
A 3dec 3da8 4ce0
A 3ded 3db8 4ce4
A 3dee 3dac 4ce0
A 3def 3dac 4cd8
A 3df0 3da0 4cd8
A 3df1 3da0 4ce4
A 3df2 3da4 4ce4
A 3df3 3d9c 4cdc
A 3df4 3db0 4ce0
A 3df5 3db4 4ce4
A 3df6 3db8 4ce0
A 3df7 3db4 4ce0
A 3df8 3db4 4cdc
A 3df9 3d94 4cd8
A 3dfa 3da8 4cdc
A 3dfb 3db0 4ce0
A 3dfc 3da8 4ce4
A 3dfd 3d98 4cd8
A 3dfe 3d94 4cdc
A 3dff 3d98 4ce0
A 3e00 3dc0 4ce0
A 3e01 3da8 4ce0
T 3e01 1d58 6334
D 3e01 0868 000c
A 3e02 3da4 4ce0
A 3e03 3dac 4cdc
A 3e04 3da8 4cd0
A 3e05 3d98 4cd8
A 3e06 3dac 4ce0
A 3e07 3d98 4ce4
A 3e08 3da8 4ce0
A 3e09 3d90 4cdc
A 3e0a 3da4 4ce0
A 3e0b 3d90 4ce4
A 3e0c 3d9c 4ce8
A 3e0d 3d94 4cd8
A 3e0e 3da8 4cd4
A 3e0f 3da4 4cdc
A 3e10 3da0 4ce4
A 3e11 3da4 4ce0
A 3e12 3d90 4ce0
A 3e13 3d9c 4cdc
A 3e14 3da0 4ce4
A 3e15 3da0 4ce0
A 3e16 3d9c 4ce4
A 3e17 3db0 4cdc
A 3e18 3dac 4ce4
A 3e19 3d9c 4cd4
A 3e1a 3da4 4cdc
A 3e1b 3da4 4ce4
A 3e1c 3da8 4ce0
A 3e1d 3dc0 4ce0
A 3e1e 3d98 4ce0
A 3e1f 3dac 4ce0
A 3e20 3d9c 4ce0
A 3e21 3dac 4cdc
A 3e22 3dac 4ce0
A 3e23 3dac 4cd8
A 3e24 3da8 4cdc
A 3e25 3dac 4ce4
A 3e26 3da8 4ce8
A 3e27 3dac 4ce0
A 3e28 3db4 4ce0
A 3e29 3da8 4cdc
A 3e2a 3dc4 4ce0
A 3e2b 3da8 4ce0
A 3e2c 3dac 4ce4
A 3e2d 3da8 4cd8
A 3e2e 3da0 4cd8
A 3e2f 3dac 4ce4
A 3e30 3db4 4ce0
A 3e31 3da0 4ce0
A 3e32 3da8 4cdc
A 3e33 3d9c 4ce0
A 3e34 3dac 4ce0
A 3e35 3d9c 4ce4
A 3e36 3d9c 4cdc
A 3e37 3da8 4cdc
A 3e38 3db0 4cdc
A 3e39 3db0 4ce0
A 3e3a 3da0 4ce4
A 3e3b 3d9c 4cdc
A 3e3c 3db0 4cdc
A 3e3d 3d94 4ce4
A 3e3e 3d9c 4ce4
A 3e3f 3db0 4ce0
A 3e40 3d98 4ce4
A 3e41 3da4 4cdc
A 3e42 3db4 4cd4
A 3e43 3da4 4cd4
A 3e44 3da0 4ce0
A 3e45 3db0 4ce4
A 3e46 3da0 4cdc
A 3e47 3dac 4cd8
A 3e48 3da4 4cdc
A 3e49 3db4 4ce0
A 3e4a 3dac 4ce0
A 3e4b 3da0 4cdc
A 3e4c 3dc0 4cdc
A 3e4d 3db4 4cdc
A 3e4e 3da4 4ce0
A 3e4f 3db0 4cdc
A 3e50 3d94 4ce0
A 3e51 3db0 4cd8
A 3e52 3dac 4ce0
A 3e53 3da8 4ce0
A 3e54 3dc8 4ce0
A 3e55 3da8 4cdc
A 3e56 3d9c 4cdc
A 3e57 3d9c 4cd8
A 3e58 3da8 4ce0
A 3e59 3dd0 4ce4
A 3e5a 3da8 4ce0
A 3e5b 3d98 4cdc
A 3e5c 3d98 4cdc
A 3e5d 3d9c 4ce4
A 3e5e 3da0 4ce0
A 3e5f 3d98 4ce4
A 3e60 3db0 4cdc
A 3e61 3d98 4cd8
A 3e62 3db4 4cd8
A 3e63 3d94 4ce0
A 3e64 3d98 4ce0
A 3e65 3d9c 4ce0
A 3e66 3da8 4cdc
A 3e67 3dbc 4ce0
A 3e68 3da8 4ce0
A 3e69 3db0 4ce4
A 3e6a 3da0 4cdc
A 3e6b 3dac 4cd8
A 3e6c 3db0 4cd8
A 3e6d 3db0 4ce4
A 3e6e 3db4 4ce4
A 3e6f 3da4 4cdc
A 3e70 3db0 4cdc
A 3e71 3db8 4ce0
A 3e72 3db8 4ce0
A 3e73 3dac 4ce4
A 3e74 3da8 4ce0
A 3e75 3d98 4cdc
A 3e76 3db4 4cd8
A 3e77 3db0 4ce0
A 3e78 3da4 4ce4
A 3e79 3db0 4cdc
A 3e7a 3da0 4ce0
A 3e7b 3da8 4ce4
A 3e7c 3db0 4ce0
A 3e7d 3dbc 4ce0
A 3e7e 3db4 4ce0
A 3e7f 3db0 4cdc
A 3e80 3dbc 4cd8
A 3e81 3dc0 4cd8
T 3e81 1d54 6334
D 3e81 0868 0008
A 3e82 3db0 4ce4
A 3e83 3da8 4ce4
A 3e84 3db0 4ce0
A 3e85 3d90 4ce0
A 3e86 3da4 4cdc
A 3e87 3da8 4ce0
A 3e88 3dbc 4ce0
A 3e89 3d98 4ce0
A 3e8a 3db0 4cd8
A 3e8b 3db8 4cdc
A 3e8c 3dbc 4ce4
A 3e8d 3db0 4ce0
A 3e8e 3da4 4ce0
A 3e8f 3da4 4cdc
A 3e90 3dac 4ce0
A 3e91 3d9c 4ce0
A 3e92 3dac 4ce4
A 3e93 3d9c 4ce0
A 3e94 3da8 4cd8
A 3e95 3d94 4cdc
A 3e96 3d98 4ce8
A 3e97 3da4 4ce0
A 3e98 3da8 4cdc
A 3e99 3da0 4cdc
A 3e9a 3da0 4ce0
A 3e9b 3dac 4ce0
A 3e9c 3d94 4ce0
A 3e9d 3da4 4cdc
A 3e9e 3da8 4ce0
A 3e9f 3d98 4cd8
A 3ea0 3da8 4cd8
A 3ea1 3da4 4ce4
A 3ea2 3dbc 4cdc
A 3ea3 3db0 4ce0
A 3ea4 3db8 4ce0
A 3ea5 3dac 4cdc
A 3ea6 3d9c 4ce4
A 3ea7 3db4 4ce0
A 3ea8 3da4 4ce0
A 3ea9 3da4 4cd8
A 3eaa 3da8 4cd8
A 3eab 3db0 4ce4
A 3eac 3d94 4ce0
A 3ead 3d9c 4ce0
A 3eae 3db0 4cdc
A 3eaf 3d94 4ce0
A 3eb0 3da8 4ce0
A 3eb1 3da4 4ce0
A 3eb2 3dac 4cdc
A 3eb3 3da0 4cdc
A 3eb4 3da0 4cdc
A 3eb5 3dbc 4ce0
A 3eb6 3da8 4ce0
A 3eb7 3d9c 4ce0
A 3eb8 3d9c 4ce0
A 3eb9 3d9c 4ce0
A 3eba 3da4 4ce0
A 3ebb 3da8 4cdc
A 3ebc 3db0 4cdc
A 3ebd 3dac 4cdc
A 3ebe 3da4 4cd4
A 3ebf 3db0 4cdc
A 3ec0 3db0 4cdc
A 3ec1 3dac 4ce4
A 3ec2 3dac 4ce0
A 3ec3 3da8 4ce4
A 3ec4 3db0 4cdc
A 3ec5 3d98 4ce0
A 3ec6 3dbc 4ce0
A 3ec7 3da4 4cdc
A 3ec8 3dc0 4cd4
A 3ec9 3da0 4cd8
A 3eca 3da0 4ce4
A 3ecb 3dc0 4ce4
A 3ecc 3da4 4cdc
A 3ecd 3d9c 4cdc
A 3ece 3d9c 4ce0
A 3ecf 3da4 4ce0
A 3ed0 3d98 4ce4
A 3ed1 3db4 4cdc
A 3ed2 3d94 4ce0
A 3ed3 3da8 4cdc
A 3ed4 3da8 4ce0
A 3ed5 3da8 4ce4
A 3ed6 3da8 4ce0
A 3ed7 3db0 4cdc
A 3ed8 3db4 4ce4
A 3ed9 3da4 4ce0
A 3eda 3dbc 4ce0
A 3edb 3dac 4ce4
A 3edc 3da8 4ce0
A 3edd 3db4 4cd4
A 3ede 3db4 4ce0
A 3edf 3db8 4ce4
A 3ee0 3da4 4ce0
A 3ee1 3dac 4ce0
A 3ee2 3db8 4ce0
A 3ee3 3d98 4cdc
A 3ee4 3da4 4cdc
A 3ee5 3db0 4ce4
A 3ee6 3da0 4ce0
A 3ee7 3d9c 4cdc
A 3ee8 3db0 4cd8
A 3ee9 3dbc 4ce0
A 3eea 3db4 4ce0
A 3eeb 3da8 4cdc
A 3eec 3db0 4ce0
A 3eed 3db0 4ce0
A 3eee 3db0 4ce0
A 3eef 3dbc 4ce0
A 3ef0 3dac 4cdc
A 3ef1 3da8 4cd8
A 3ef2 3db4 4cdc
A 3ef3 3dac 4ce0
A 3ef4 3dac 4ce0
A 3ef5 3db8 4ce0
A 3ef6 3da0 4cdc
A 3ef7 3da0 4ce0
A 3ef8 3dac 4ce4
A 3ef9 3db8 4ce0
A 3efa 3da4 4cdc
A 3efb 3dc4 4cdc
A 3efc 3da8 4cd4
A 3efd 3d98 4cdc
A 3efe 3d90 4ce4
A 3eff 3dac 4ce4
A 3f00 3d9c 4ce0
A 3f01 3d8c 4ce0
T 3f01 1d58 6334
D 3f01 0864 000c
A 3f02 3da4 4cdc
A 3f03 3da4 4cd8
A 3f04 3dac 4ce8
A 3f05 3db4 4ce0
A 3f06 3da8 4cd8
A 3f07 3da4 4cdc
A 3f08 3dac 4ce0
A 3f09 3dac 4ce0
A 3f0a 3d9c 4ce0
A 3f0b 3db4 4cdc
A 3f0c 3d98 4ce0
A 3f0d 3d9c 4ce4
A 3f0e 3db0 4ce4
A 3f0f 3da0 4cdc
A 3f10 3da0 4ce4
A 3f11 3da8 4cdc
A 3f12 3db4 4ce0
A 3f13 3da0 4ce0
A 3f14 3da0 4cdc
A 3f15 3da0 4cdc
A 3f16 3d90 4ce0
A 3f17 3da0 4cdc
A 3f18 3db4 4ce0
A 3f19 3d90 4ce4
A 3f1a 3dac 4cdc
A 3f1b 3da0 4cd8
A 3f1c 3db4 4cd8
A 3f1d 3dac 4ce4
A 3f1e 3dac 4ce4
A 3f1f 3da8 4cdc
A 3f20 3db8 4ce0
A 3f21 3d98 4cdc
A 3f22 3dac 4ce0
A 3f23 3da4 4ce0
A 3f24 3da4 4cdc
A 3f25 3dc4 4cd8
A 3f26 3dbc 4cdc
A 3f27 3da4 4ce4
A 3f28 3da8 4ce4
A 3f29 3da8 4cdc
A 3f2a 3db0 4cd8
A 3f2b 3dbc 4ce0
A 3f2c 3da0 4ce0
A 3f2d 3dbc 4ce4
A 3f2e 3db4 4cdc
A 3f2f 3da8 4cdc
A 3f30 3dbc 4cdc
A 3f31 3dac 4ce0
A 3f32 3dc0 4ce4
A 3f33 3da4 4cdc
A 3f34 3db8 4ce0
A 3f35 3d9c 4ce4
A 3f36 3dac 4ce0
A 3f37 3db0 4ce4
A 3f38 3d9c 4cdc
A 3f39 3da0 4cdc
A 3f3a 3db4 4cd8
A 3f3b 3db4 4cdc
A 3f3c 3da8 4ce4
A 3f3d 3da8 4ce4
A 3f3e 3db0 4ce0
A 3f3f 3d98 4cdc
A 3f40 3d98 4cdc
A 3f41 3da8 4ce0
A 3f42 3da4 4ce4
A 3f43 3d98 4ce0
A 3f44 3db4 4cdc
A 3f45 3db0 4cd8
A 3f46 3db4 4ce0
A 3f47 3db4 4ce0
A 3f48 3da4 4cdc
A 3f49 3dac 4ce0
A 3f4a 3db4 4ce0
A 3f4b 3d9c 4ce0
A 3f4c 3da8 4ce0
A 3f4d 3dbc 4cdc
A 3f4e 3da4 4cd4
A 3f4f 3dbc 4cdc
A 3f50 3da4 4cdc
A 3f51 3db8 4ce4
A 3f52 3db0 4cdc
A 3f53 3da8 4cdc
A 3f54 3d9c 4cdc
A 3f55 3da4 4ce4
A 3f56 3da0 4ce0
A 3f57 3db0 4ce0
A 3f58 3db8 4cdc
A 3f59 3db4 4cd4
A 3f5a 3da4 4cdc
A 3f5b 3db4 4ce0
A 3f5c 3da4 4ce4
A 3f5d 3dac 4ce0
A 3f5e 3da0 4ce4
A 3f5f 3dbc 4ce0
A 3f60 3db0 4ce0
A 3f61 3dc0 4ce0
A 3f62 3da0 4cdc
A 3f63 3db8 4cd8
A 3f64 3db8 4cd8
A 3f65 3dbc 4ce0
A 3f66 3db8 4ce0
A 3f67 3dbc 4cdc
A 3f68 3db0 4ce0
A 3f69 3db0 4cdc
A 3f6a 3db8 4cdc
A 3f6b 3dbc 4ce0
A 3f6c 3dc0 4ce0
A 3f6d 3d94 4cdc
A 3f6e 3dc0 4cd8
A 3f6f 3dbc 4ce4
A 3f70 3db0 4ce0
A 3f71 3db4 4cdc
A 3f72 3d94 4cdc
A 3f73 3da4 4ce0
A 3f74 3db0 4ce4
A 3f75 3dac 4ce0
A 3f76 3da4 4ce0
A 3f77 3db4 4cdc
A 3f78 3da4 4cdc
A 3f79 3db8 4cd8
A 3f7a 3da8 4ce8
A 3f7b 3da4 4ce8
A 3f7c 3dac 4ce0
A 3f7d 3da4 4ce0
A 3f7e 3db8 4cdc
A 3f7f 3dac 4ce0
A 3f80 3d98 4ce0
A 3f81 3da0 4cdc
T 3f81 1d5c 6330
D 3f81 0860 0008
A 3f82 3dac 4cd4
A 3f83 3db8 4cdc
A 3f84 3d98 4ce8
A 3f85 3dac 4ce0
A 3f86 3da8 4ce0
A 3f87 3dac 4cdc
A 3f88 3da4 4ce0
A 3f89 3db0 4cdc
A 3f8a 3da4 4ce4
A 3f8b 3d98 4cdc
A 3f8c 3d94 4cdc
A 3f8d 3da0 4cdc
A 3f8e 3dac 4cdc
A 3f8f 3d9c 4ce4
A 3f90 3da4 4ce0
A 3f91 3d9c 4cdc
A 3f92 3d98 4cdc
A 3f93 3da8 4ce0
A 3f94 3dbc 4ce0
A 3f95 3da4 4ce0
A 3f96 3db4 4cdc
A 3f97 3da4 4cd4
A 3f98 3db4 4cd8
A 3f99 3db4 4ce0
A 3f9a 3da4 4cdc
A 3f9b 3da4 4cdc
A 3f9c 3d90 4ce0
A 3f9d 3d94 4ce0
A 3f9e 3da0 4ce0
A 3f9f 3dbc 4ce0
A 3fa0 3dc0 4cdc
A 3fa1 3da8 4cd8
A 3fa2 3da4 4cd8
A 3fa3 3db4 4ce0
A 3fa4 3d9c 4ce0
A 3fa5 3da4 4cdc
A 3fa6 3da0 4cdc
A 3fa7 3d9c 4ce0
A 3fa8 3d98 4ce0
A 3fa9 3dac 4ce4
A 3faa 3db8 4cdc
A 3fab 3dac 4cd8
A 3fac 3da0 4cdc
A 3fad 3dac 4cdc
A 3fae 3da4 4ce0
A 3faf 3dac 4cdc
A 3fb0 3dac 4cdc
A 3fb1 3dac 4ce0
A 3fb2 3d94 4ce0
A 3fb3 3da4 4ce0
A 3fb4 3db8 4ce0
A 3fb5 3dbc 4cdc
A 3fb6 3da8 4cd4
A 3fb7 3dac 4cd8
A 3fb8 3da4 4cdc
A 3fb9 3d98 4ce4
A 3fba 3db8 4ce0
A 3fbb 3da0 4ce0
A 3fbc 3d94 4cdc
A 3fbd 3dac 4ce0
A 3fbe 3da8 4ce4
A 3fbf 3da0 4cdc
A 3fc0 3db4 4cd8
A 3fc1 3da4 4cdc
A 3fc2 3db8 4cdc
A 3fc3 3db4 4ce0
A 3fc4 3db0 4cdc
A 3fc5 3dac 4cdc
A 3fc6 3db0 4ce0
A 3fc7 3da0 4ce0
A 3fc8 3da4 4ce4
A 3fc9 3dac 4ce0
A 3fca 3da4 4cd8
A 3fcb 3da8 4cdc
A 3fcc 3dbc 4cdc
A 3fcd 3da4 4ce4
A 3fce 3da8 4ce0
A 3fcf 3da8 4ce0
A 3fd0 3da4 4ce4
A 3fd1 3db0 4ce4
A 3fd2 3db0 4cdc
A 3fd3 3db8 4ce0
A 3fd4 3dbc 4cdc
A 3fd5 3dc4 4cd8
A 3fd6 3db8 4cd8
A 3fd7 3da8 4ce0
A 3fd8 3da4 4ce4
A 3fd9 3db0 4cdc
A 3fda 3d94 4ce0
A 3fdb 3da4 4ce0
A 3fdc 3db4 4ce0
A 3fdd 3dac 4ce4
A 3fde 3da8 4ce0
A 3fdf 3dbc 4cd4
A 3fe0 3dac 4cdc
A 3fe1 3db4 4ce4
A 3fe2 3d98 4ce0
A 3fe3 3db0 4ce0
A 3fe4 3d9c 4cdc
A 3fe5 3db4 4ce4
A 3fe6 3db0 4ce4
A 3fe7 3da8 4ce4
A 3fe8 3db4 4cdc
A 3fe9 3d90 4cd8
A 3fea 3da8 4cdc
A 3feb 3da4 4ce0
A 3fec 3da4 4cdc
A 3fed 3da4 4ce0
A 3fee 3d9c 4cdc
A 3fef 3d94 4ce0
A 3ff0 3dac 4cdc
A 3ff1 3db4 4cdc
A 3ff2 3db4 4ce4
A 3ff3 3db8 4cdc
A 3ff4 3d98 4cd4
A 3ff5 3db4 4cd8
A 3ff6 3db4 4ce8
A 3ff7 3dc0 4ce4
A 3ff8 3db8 4ce0
A 3ff9 3db0 4ce4
A 3ffa 3db8 4cdc
A 3ffb 3da4 4ce0
A 3ffc 3da4 4ce4
A 3ffd 3dc0 4cdc
A 3ffe 3dac 4cdc
A 3fff 3db8 4cdc
A 4000 3dc4 4ce4
A 4001 3dbc 4ce0
T 4001 1d5c 6338
D 4001 0864 000c
A 4002 3dbc 4ce0
A 4003 3dac 4ce0
A 4004 3db8 4ce4
A 4005 3dc0 4cdc
A 4006 3db4 4ce4
A 4007 3db8 4cdc
A 4008 3db8 4cd4
A 4009 3dc8 4cdc
A 400a 3dbc 4ce0
A 400b 3dac 4ce8
A 400c 3db4 4cdc
A 400d 3da8 4ce0
A 400e 3db8 4ce0
A 400f 3da8 4ce0
A 4010 3db8 4ce0
A 4011 3dc0 4ce4
A 4012 3db8 4cdc
A 4013 3db0 4cd8
A 4014 3dc8 4cdc
A 4015 3db4 4ce0
A 4016 3db4 4ce0
A 4017 3d9c 4cdc
A 4018 3da0 4ce0
A 4019 3da0 4cdc
A 401a 3da4 4ce0
A 401b 3dbc 4ce4
A 401c 3da0 4ce0
A 401d 3da4 4cd4
A 401e 3dac 4cd8
A 401f 3dbc 4ce4
A 4020 3dc8 4ce0
A 4021 3dbc 4cd8
A 4022 3db8 4cdc
A 4023 3db8 4ce4
A 4024 3db4 4cdc
A 4025 3dc4 4ce0
A 4026 3db8 4cdc
A 4027 3db0 4cdc
A 4028 3da0 4ce0
A 4029 3dac 4ce0
A 402a 3d94 4ce0
A 402b 3db4 4cdc
A 402c 3da4 4cdc
A 402d 3da8 4ce0
A 402e 3dac 4ce0
A 402f 3db8 4ce0
A 4030 3db8 4cdc
A 4031 3dbc 4cdc
A 4032 3dac 4cd4
A 4033 3db8 4cdc
A 4034 3da4 4ce4
A 4035 3db8 4ce4
A 4036 3da0 4ce0
A 4037 3db4 4ce0
A 4038 3d98 4cdc
A 4039 3da4 4ce0
A 403a 3da4 4ce4
A 403b 3da8 4cdc
A 403c 3dac 4cdc
A 403d 3db4 4cdc
A 403e 3da4 4ce0
A 403f 3db4 4ce8
A 4040 3db4 4ce0
A 4041 3dac 4ce0
A 4042 3d98 4ce0
A 42c3 3db0 4cdc
A 42c4 3da8 4ce0
A 42c5 3db8 4ce8
A 42c6 3da0 4cdc
A 42c7 3da4 4cd8
A 42c8 3dc0 4cdc
A 42c9 3da8 4ce4
A 42ca 3dc0 4ce0
A 42cb 3db4 4ce0
A 42cc 3da8 4ce0
A 42cd 3da0 4ce4
A 42ce 3da4 4ce0
A 42cf 3dbc 4ce8
A 42d0 3da0 4cdc
A 42d1 3d9c 4cd8
A 42d2 3db0 4cdc
A 42d3 3db0 4ce0
A 42d4 3dac 4ce0
A 42d5 3da8 4ce0
A 42d6 3d9c 4cdc
